
  Device - TelePole ll Meter LR internal Detector    Serial Number- 427023-188
  Device - TelePole ll External WR Detector    Serial Number- 428023-146

  RMV Data Points - 22/02/2024

Time,Device,Rate,Dose,Status
11:07:34,Meter,0.03 mR/h,0.000 mR,OK
11:07:33,Detector,1.18 mR/h,0.030 mR,OK
11:07:32,Meter,0.03 mR/h,0.000 mR,OK
11:07:31,Detector,1.22 mR/h,0.030 mR,OK
11:07:30,Meter,0.03 mR/h,0.000 mR,OK
11:07:29,Detector,1.28 mR/h,0.030 mR,OK
11:07:28,Meter,0.03 mR/h,0.000 mR,OK
11:07:27,Detector,1.33 mR/h,0.030 mR,OK
11:07:26,Meter,0.03 mR/h,0.000 mR,OK
11:07:25,Detector,1.33 mR/h,0.030 mR,OK
11:07:24,Meter,0.03 mR/h,0.000 mR,OK
11:07:23,Detector,1.41 mR/h,0.030 mR,OK
11:07:22,Meter,0.03 mR/h,0.000 mR,OK
11:07:21,Detector,1.41 mR/h,0.030 mR,OK
11:07:20,Meter,0.03 mR/h,0.000 mR,OK
11:07:19,Detector,1.41 mR/h,0.020 mR,OK
11:07:18,Meter,0.03 mR/h,0.000 mR,OK
11:07:17,Detector,1.47 mR/h,0.020 mR,OK
11:07:16,Meter,0.03 mR/h,0.000 mR,OK
11:07:15,Detector,1.03 mR/h,0.020 mR,OK
11:07:14,Meter,0.02 mR/h,0.000 mR,OK
11:07:13,Detector,1.08 mR/h,0.020 mR,OK
11:07:12,Meter,0.02 mR/h,0.000 mR,OK
11:07:11,Detector,1.08 mR/h,0.020 mR,OK
11:07:10,Meter,0.02 mR/h,0.000 mR,OK
11:07:09,Detector,1.08 mR/h,0.020 mR,OK
11:07:08,Meter,0.02 mR/h,0.000 mR,OK
11:07:07,Detector,1.08 mR/h,0.020 mR,OK
11:07:06,Meter,0.02 mR/h,0.000 mR,OK
11:07:05,Detector,1.08 mR/h,0.020 mR,OK
11:07:04,Meter,0.02 mR/h,0.000 mR,OK
11:07:03,Detector,1.08 mR/h,0.020 mR,OK
11:07:02,Meter,0.02 mR/h,0.000 mR,OK
11:07:01,Detector,1.04 mR/h,0.020 mR,OK
11:07:00,Meter,0.02 mR/h,0.000 mR,OK
11:06:59,Detector,1.04 mR/h,0.020 mR,OK
11:06:58,Meter,0.02 mR/h,0.000 mR,OK
11:06:57,Detector,1.04 mR/h,0.020 mR,OK
11:06:56,Meter,0.02 mR/h,0.000 mR,OK
11:06:55,Detector,1.04 mR/h,0.020 mR,OK
11:06:54,Meter,0.02 mR/h,0.000 mR,OK
11:06:53,Detector,1.08 mR/h,0.020 mR,OK
11:06:52,Meter,0.02 mR/h,0.000 mR,OK
11:06:51,Detector,1.01 mR/h,0.020 mR,OK
11:06:50,Meter,0.02 mR/h,0.000 mR,OK
11:06:49,Detector,1.04 mR/h,0.020 mR,OK
11:06:48,Meter,0.02 mR/h,0.000 mR,OK
11:06:47,Detector,1 mR/h,0.010 mR,OK
11:06:46,Meter,0.02 mR/h,0.000 mR,OK
11:06:45,Detector,1.04 mR/h,0.010 mR,OK
11:06:44,Meter,0.02 mR/h,0.000 mR,OK
11:06:43,Detector,1.04 mR/h,0.010 mR,OK
11:06:42,Meter,0.02 mR/h,0.000 mR,OK
11:06:41,Detector,1.04 mR/h,0.010 mR,OK
11:06:40,Meter,0.02 mR/h,0.000 mR,OK
11:06:39,Detector,1.04 mR/h,0.010 mR,OK
11:06:38,Meter,0.02 mR/h,0.000 mR,OK
11:06:37,Detector,1.04 mR/h,0.010 mR,OK
11:06:36,Meter,0.02 mR/h,0.000 mR,OK
11:06:35,Detector,1.08 mR/h,0.010 mR,OK
11:06:34,Meter,0.02 mR/h,0.000 mR,OK
11:06:33,Detector,1.08 mR/h,0.010 mR,OK
11:06:32,Meter,0.02 mR/h,0.000 mR,OK
11:06:31,Detector,1.04 mR/h,0.010 mR,OK
11:06:30,Meter,0.02 mR/h,0.000 mR,OK
11:06:29,Detector,1.04 mR/h,0.010 mR,OK
11:06:28,Meter,0.03 mR/h,0.000 mR,OK
11:06:27,Detector,1.08 mR/h,0.010 mR,OK
11:06:26,Meter,0.03 mR/h,0.000 mR,OK
11:06:25,Detector,1.12 mR/h,0.010 mR,OK
11:06:24,Meter,0.03 mR/h,0.000 mR,OK
11:06:23,Detector,1.12 mR/h,0.010 mR,OK
11:06:22,Meter,0.03 mR/h,0.000 mR,OK
11:06:21,Detector,1.12 mR/h,0.010 mR,OK
11:06:20,Meter,0.04 mR/h,0.000 mR,OK
11:06:19,Detector,1.19 mR/h,0.010 mR,OK
11:06:18,Meter,0.03 mR/h,0.000 mR,OK
11:06:17,Detector,1.24 mR/h,0.010 mR,OK
11:06:16,Meter,0.04 mR/h,0.000 mR,OK
11:06:15,Detector,1.24 mR/h,0.000 mR,OK
11:06:14,Meter,0.03 mR/h,0.000 mR,OK
11:06:13,Detector,1.24 mR/h,0.000 mR,OK
11:06:12,Meter,0.03 mR/h,0.000 mR,OK
11:06:11,Detector,1.24 mR/h,0.000 mR,OK
11:06:10,Meter,0.03 mR/h,0.000 mR,OK
11:06:09,Detector,1.24 mR/h,0.000 mR,OK
11:06:08,Meter,0.03 mR/h,0.000 mR,OK
11:06:07,Detector,1.3 mR/h,0.000 mR,OK
11:06:06,Meter,0.04 mR/h,0.000 mR,OK
11:06:05,Detector,1.35 mR/h,0.000 mR,OK
11:06:04,Meter,0.04 mR/h,0.000 mR,OK
11:06:03,Detector,0.82 mR/h,0.000 mR,OK
11:06:02,Meter,0.04 mR/h,0.000 mR,OK
11:06:01,Detector,0.04 mR/h,0.000 mR,OK
11:06:00,Meter,0.04 mR/h,0.000 mR,OK
11:05:59,Detector,0.05 mR/h,0.000 mR,OK
11:05:58,Meter,0.04 mR/h,0.000 mR,OK
11:05:57,Detector,0.05 mR/h,0.000 mR,OK
11:05:56,Meter,0.04 mR/h,0.000 mR,OK
11:05:55,Detector,0.05 mR/h,0.000 mR,OK
